DISTRICT,VPI,TWO-PARTY
CD 1,0.792869,309635
CD 2,0.912419,381245
CD 3,0.469764,319039
CD 4,0.455811,317794
CD 5,0.477830,306670
CD 6,0.535758,348030
CD 7,0.517343,371659
CD 8,0.537987,368977
CD 9,0.414232,290738
CD 10,0.428440,296249
CD 11,0.476602,304680
CD 12,0.452520,356318
CD 13,0.659771,329904
CD 14,0.677192,362426
CD 15,0.527769,314221
CD 16,0.505998,300584
CD 17,0.575946,302886
CD 18,0.441993,351196
