DISTRICT,VPI,TWO-PARTY
CD 1,0.507044,302912
CD 2,0.516528,303905
CD 3,0.767887,285501
CD 4,0.518676,297099
CD 5,0.510414,311453
CD 6,0.581412,280513
CD 7,0.567193,284999
CD 8,0.452397,297565
CD 9,0.729865,282773
CD 10,0.550699,316045
CD 11,0.861313,316677
CD 12,0.547890,324505
CD 13,0.732149,311255
CD 14,0.583496,317830
CD 15,0.574210,303318
CD 16,0.547646,310854
