DISTRICT,VPI,TWO-PARTY
CD 1,0.699479,177748
CD 2,0.591351,209382
CD 3,0.489890,177114
CD 4,0.403638,134199
CD 5,0.380929,129553
CD 6,0.508737,143421
CD 7,0.534178,143811
