DISTRICT,VPI,TWO-PARTY
CD 1,0.555300,200076
CD 2,0.494133,221743
CD 3,0.463741,212960
CD 4,0.474953,240683
CD 5,0.528898,231702
CD 6,0.454972,252856
CD 7,0.756993,152701
CD 8,0.490715,241240
CD 9,0.478395,255863
