DISTRICT,VPI,TWO-PARTY
CD 1,0.705229,360734
CD 2,0.594472,429304
CD 3,0.469122,349344
CD 4,0.401415,349606
CD 5,0.393176,330394
CD 6,0.525811,348011
CD 7,0.576172,340655
