DISTRICT,VPI,TWO-PARTY
CD 1,0.682152,1662610
CD 2,0.562552,2091793
CD 3,0.463345,1776172
CD 4,0.374727,1739228
CD 5,0.363958,1592724
CD 6,0.489534,1667659
CD 7,0.537913,1628206
