Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.087561, 0.000000, -0.043780
0.255000, 0.095222, 0.000000, -0.047611
0.260000, 0.101031, 0.000000, -0.050516
0.265000, 0.105167, 0.000000, -0.052583
0.270000, 0.107966, 0.000001, -0.053982
0.275000, 0.109821, 0.000002, -0.054910
0.280000, 0.111115, 0.000003, -0.055556
0.285000, 0.112174, 0.000006, -0.056084
0.290000, 0.113262, 0.000011, -0.056626
0.295000, 0.114593, 0.000020, -0.057287
0.300000, 0.116342, 0.000036, -0.058153
0.305000, 0.118660, 0.000064, -0.059298
0.310000, 0.121672, 0.000110, -0.060781
0.315000, 0.125478, 0.000186, -0.062646
0.320000, 0.130141, 0.000308, -0.064916
0.325000, 0.135672, 0.000501, -0.067586
0.330000, 0.140879, 0.000797, -0.070041
0.335000, 0.144567, 0.001243, -0.071662
0.340000, 0.148448, 0.001903, -0.073272
0.345000, 0.152493, 0.002859, -0.074817
0.350000, 0.156669, 0.004214, -0.076228
0.355000, 0.160939, 0.006097, -0.077421
0.360000, 0.165264, 0.008662, -0.078301
0.365000, 0.169604, 0.012087, -0.078759
0.370000, 0.173918, 0.016573, -0.078673
0.375000, 0.178166, 0.022336, -0.077915
0.380000, 0.182311, 0.029603, -0.076354
0.385000, 0.186320, 0.038598, -0.073861
0.390000, 0.190167, 0.049536, -0.070315
0.395000, 0.193830, 0.062606, -0.065612
0.400000, 0.197297, 0.077962, -0.059667
0.405000, 0.200564, 0.095712, -0.052426
0.410000, 0.203642, 0.115911, -0.043866
0.415000, 0.206551, 0.138553, -0.033999
0.420000, 0.209328, 0.163570, -0.022879
0.425000, 0.212025, 0.190831, -0.010597
0.430000, 0.214715, 0.220147, +0.002716
0.435000, 0.217491, 0.251274, +0.016892
0.440000, 0.220468, 0.283920, +0.031726
0.445000, 0.223786, 0.317752, +0.046983
0.450000, 0.227608, 0.352405, +0.062398
0.455000, 0.232121, 0.387490, +0.077684
0.460000, 0.237534, 0.422603, +0.092535
0.465000, 0.244070, 0.457338, +0.106634
0.470000, 0.251964, 0.491293, +0.119664
0.475000, 0.261453, 0.524087, +0.131317
0.480000, 0.272767, 0.555370, +0.141302
0.485000, 0.286112, 0.584837, +0.149362
0.490000, 0.301667, 0.612233, +0.155283
0.495000, 0.319563, 0.637368, +0.158902
0.500000, 0.339880, 0.660120, +0.160120
0.505000, 0.362632, 0.680437, +0.158902
0.510000, 0.387767, 0.698333, +0.155283
0.515000, 0.415163, 0.713888, +0.149362
0.520000, 0.444630, 0.727233, +0.141302
0.525000, 0.475913, 0.738547, +0.131317
0.530000, 0.508707, 0.748036, +0.119664
0.535000, 0.542662, 0.755930, +0.106634
0.540000, 0.577397, 0.762466, +0.092535
0.545000, 0.612510, 0.767879, +0.077684
0.550000, 0.647595, 0.772392, +0.062398
0.555000, 0.682248, 0.776214, +0.046983
0.560000, 0.716080, 0.779532, +0.031726
0.565000, 0.748726, 0.782509, +0.016892
0.570000, 0.779853, 0.785285, +0.002716
0.575000, 0.809169, 0.787975, -0.010597
0.580000, 0.836430, 0.790672, -0.022879
0.585000, 0.861447, 0.793449, -0.033999
0.590000, 0.884089, 0.796358, -0.043866
0.595000, 0.904288, 0.799436, -0.052426
0.600000, 0.922038, 0.802703, -0.059667
0.605000, 0.937394, 0.806170, -0.065612
0.610000, 0.950464, 0.809833, -0.070315
0.615000, 0.961402, 0.813680, -0.073861
0.620000, 0.970397, 0.817689, -0.076354
0.625000, 0.977664, 0.821834, -0.077915
0.630000, 0.983427, 0.826082, -0.078673
0.635000, 0.987913, 0.830396, -0.078759
0.640000, 0.991338, 0.834736, -0.078301
0.645000, 0.993903, 0.839061, -0.077421
0.650000, 0.995786, 0.843331, -0.076228
0.655000, 0.997141, 0.847507, -0.074817
0.660000, 0.998097, 0.851552, -0.073272
0.665000, 0.998757, 0.855433, -0.071662
0.670000, 0.999203, 0.859121, -0.070041
0.675000, 0.999499, 0.864328, -0.067586
0.680000, 0.999692, 0.869859, -0.064916
0.685000, 0.999814, 0.874522, -0.062646
0.690000, 0.999890, 0.878328, -0.060781
0.695000, 0.999936, 0.881340, -0.059298
0.700000, 0.999964, 0.883658, -0.058153
0.705000, 0.999980, 0.885407, -0.057287
0.710000, 0.999989, 0.886738, -0.056626
0.715000, 0.999994, 0.887826, -0.056084
0.720000, 0.999997, 0.888885, -0.055556
0.725000, 0.999998, 0.890179, -0.054910
0.730000, 0.999999, 0.892034, -0.053982
0.735000, 1.000000, 0.894833, -0.052583
0.740000, 1.000000, 0.898969, -0.050516
0.745000, 1.000000, 0.904778, -0.047611
0.750000, 1.000000, 0.912439, -0.043780
