DISTRICT,VPI,TWO-PARTY
CD 1,0.817114,322988
CD 2,0.576632,294779
CD 3,0.571344,294091
CD 4,0.784180,329367
CD 5,0.526859,336477
CD 6,0.563546,349929
CD 7,0.587822,311885
CD 8,0.555517,285984
CD 9,0.503841,333925
CD 10,0.530877,321229
CD 11,0.513197,324396
CD 12,0.805845,282470
CD 13,0.619726,354479
