DISTRICT,VPI,TWO-PARTY
CD 1,0.408297,293306
CD 2,0.400003,283343
CD 3,0.344649,259667
CD 4,0.368010,270066
CD 5,0.441817,282542
CD 6,0.716261,272430
CD 7,0.448905,276232
