DISTRICT,VPI,TWO-PARTY
CD 1,0.822849,281006
CD 2,0.909890,353638
CD 3,0.495594,290122
CD 4,0.466241,300535
CD 5,0.497649,272109
CD 6,0.513639,325977
CD 7,0.514782,343252
CD 8,0.522117,343737
CD 9,0.474749,269714
CD 10,0.457600,265632
CD 11,0.511059,274819
CD 12,0.517048,322469
CD 13,0.683987,301204
CD 14,0.724411,331197
CD 15,0.528133,288782
CD 16,0.500705,282756
CD 17,0.628318,271080
CD 18,0.506162,321033
