DISTRICT,VPI,TWO-PARTY
CD 1,0.758457,336528
CD 2,0.479444,308086
CD 3,0.458346,300476
CD 4,0.743471,347068
CD 5,0.456316,338818
CD 6,0.477381,355119
CD 7,0.457893,324491
CD 8,0.499787,293647
CD 9,0.462692,364262
CD 10,0.469165,326305
CD 11,0.428605,321086
CD 12,0.801472,307473
CD 13,0.506221,375344
