DISTRICT,VPI,TWO-PARTY
CD 1,0.741417,3034282
CD 2,0.442778,2788102
CD 3,0.443890,2733699
CD 4,0.716801,3131639
CD 5,0.414293,3062991
CD 6,0.432641,3215734
CD 7,0.437128,2949084
CD 8,0.451919,2660291
CD 9,0.419359,3294922
CD 10,0.432188,2952707
CD 11,0.406035,2912031
CD 12,0.780069,2769047
CD 13,0.463854,3399176
