DISTRICT,VPI,TWO-PARTY
CD 1,0.414238,154962
CD 2,0.440967,168559
CD 3,0.425286,159892
CD 4,0.377178,155142
CD 5,0.480168,153208
CD 6,0.707906,152169
CD 7,0.513111,141574
