DISTRICT,VPI,TWO-PARTY
CD 1,0.645559,172463
CD 2,0.361209,178066
CD 3,0.382004,173375
CD 4,0.617403,161734
CD 5,0.345645,216867
CD 6,0.371080,193977
CD 7,0.380441,185582
CD 8,0.368211,179715
CD 9,0.357587,186229
CD 10,0.360070,206710
CD 11,0.358925,186855
CD 12,0.694491,150159
CD 13,0.373559,192240
