DISTRICT,VPI,TWO-PARTY
CD 1,0.338902,261148
CD 2,0.555314,217710
CD 3,0.555349,238372
CD 4,0.725482,210044
CD 5,0.640357,229586
CD 6,0.522231,198661
CD 7,0.693285,226277
CD 8,0.597785,239482
