Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000012, 0.000101, +0.000044
0.255000, 0.000024, 0.000188, +0.000082
0.260000, 0.000046, 0.000338, +0.000146
0.265000, 0.000085, 0.000589, +0.000252
0.270000, 0.000151, 0.000995, +0.000422
0.275000, 0.000263, 0.001629, +0.000683
0.280000, 0.000445, 0.002585, +0.001070
0.285000, 0.000732, 0.003981, +0.001625
0.290000, 0.001171, 0.005950, +0.002390
0.295000, 0.001824, 0.008640, +0.003408
0.300000, 0.002768, 0.012197, +0.004714
0.305000, 0.004096, 0.016755, +0.006329
0.310000, 0.005913, 0.022418, +0.008252
0.315000, 0.008334, 0.029251, +0.010458
0.320000, 0.011478, 0.037270, +0.012896
0.325000, 0.015460, 0.046440, +0.015490
0.330000, 0.020386, 0.056681, +0.018147
0.335000, 0.026342, 0.067883, +0.020770
0.340000, 0.033388, 0.079922, +0.023267
0.345000, 0.041553, 0.092681, +0.025564
0.350000, 0.050829, 0.106059, +0.027615
0.355000, 0.061172, 0.119986, +0.029407
0.360000, 0.072501, 0.134417, +0.030958
0.365000, 0.084697, 0.149331, +0.032317
0.370000, 0.097612, 0.164710, +0.033549
0.375000, 0.111075, 0.177743, +0.033334
0.380000, 0.124899, 0.188044, +0.031572
0.385000, 0.138894, 0.198780, +0.029943
0.390000, 0.152879, 0.209948, +0.028534
0.395000, 0.166693, 0.221539, +0.027423
0.400000, 0.180212, 0.233548, +0.026668
0.405000, 0.193352, 0.245967, +0.026307
0.410000, 0.206078, 0.258790, +0.026356
0.415000, 0.218403, 0.272011, +0.026804
0.420000, 0.230384, 0.285630, +0.027623
0.425000, 0.242114, 0.299644, +0.028765
0.430000, 0.253711, 0.314054, +0.030172
0.435000, 0.265304, 0.328862, +0.031779
0.440000, 0.277022, 0.344067, +0.033522
0.445000, 0.288988, 0.359664, +0.035338
0.450000, 0.301304, 0.375645, +0.037170
0.455000, 0.314054, 0.391994, +0.038970
0.460000, 0.327298, 0.408686, +0.040694
0.465000, 0.341074, 0.425684, +0.042305
0.470000, 0.355399, 0.442943, +0.043772
0.475000, 0.370273, 0.460405, +0.045066
0.480000, 0.385678, 0.478004, +0.046163
0.485000, 0.401582, 0.495664, +0.047041
0.490000, 0.417942, 0.513305, +0.047682
0.495000, 0.434702, 0.530846, +0.048072
0.500000, 0.451797, 0.548203, +0.048203
0.505000, 0.469154, 0.565298, +0.048072
0.510000, 0.486695, 0.582058, +0.047682
0.515000, 0.504336, 0.598418, +0.047041
0.520000, 0.521996, 0.614322, +0.046163
0.525000, 0.539595, 0.629727, +0.045066
0.530000, 0.557057, 0.644601, +0.043772
0.535000, 0.574316, 0.658926, +0.042305
0.540000, 0.591314, 0.672702, +0.040694
0.545000, 0.608006, 0.685946, +0.038970
0.550000, 0.624355, 0.698696, +0.037170
0.555000, 0.640336, 0.711012, +0.035338
0.560000, 0.655933, 0.722978, +0.033522
0.565000, 0.671138, 0.734696, +0.031779
0.570000, 0.685946, 0.746289, +0.030172
0.575000, 0.700356, 0.757886, +0.028765
0.580000, 0.714370, 0.769616, +0.027623
0.585000, 0.727989, 0.781597, +0.026804
0.590000, 0.741210, 0.793922, +0.026356
0.595000, 0.754033, 0.806648, +0.026307
0.600000, 0.766452, 0.819788, +0.026668
0.605000, 0.778461, 0.833307, +0.027423
0.610000, 0.790052, 0.847121, +0.028534
0.615000, 0.801220, 0.861106, +0.029943
0.620000, 0.811956, 0.875101, +0.031572
0.625000, 0.822257, 0.888925, +0.033334
0.630000, 0.835290, 0.902388, +0.033549
0.635000, 0.850669, 0.915303, +0.032317
0.640000, 0.865583, 0.927499, +0.030958
0.645000, 0.880014, 0.938828, +0.029407
0.650000, 0.893941, 0.949171, +0.027615
0.655000, 0.907319, 0.958447, +0.025564
0.660000, 0.920078, 0.966612, +0.023267
0.665000, 0.932117, 0.973658, +0.020770
0.670000, 0.943319, 0.979614, +0.018147
0.675000, 0.953560, 0.984540, +0.015490
0.680000, 0.962730, 0.988522, +0.012896
0.685000, 0.970749, 0.991666, +0.010458
0.690000, 0.977582, 0.994087, +0.008252
0.695000, 0.983245, 0.995904, +0.006329
0.700000, 0.987803, 0.997232, +0.004714
0.705000, 0.991360, 0.998176, +0.003408
0.710000, 0.994050, 0.998829, +0.002390
0.715000, 0.996019, 0.999268, +0.001625
0.720000, 0.997415, 0.999555, +0.001070
0.725000, 0.998371, 0.999737, +0.000683
0.730000, 0.999005, 0.999849, +0.000422
0.735000, 0.999411, 0.999915, +0.000252
0.740000, 0.999662, 0.999954, +0.000146
0.745000, 0.999812, 0.999976, +0.000082
0.750000, 0.999899, 0.999988, +0.000044
