DISTRICT,VPI,TWO-PARTY
CD 1,0.376345,231876
CD 2,0.350620,241749
CD 3,0.341938,230914
CD 4,0.340047,237774
CD 5,0.399343,216820
CD 6,0.661221,215871
CD 7,0.447479,224670
