Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000019, 0.000197, +0.000089
0.255000, 0.000037, 0.000359, +0.000161
0.260000, 0.000068, 0.000631, +0.000281
0.265000, 0.000123, 0.001074, +0.000475
0.270000, 0.000216, 0.001770, +0.000777
0.275000, 0.000369, 0.002826, +0.001228
0.280000, 0.000612, 0.004373, +0.001881
0.285000, 0.000987, 0.006565, +0.002789
0.290000, 0.001548, 0.009567, +0.004010
0.295000, 0.002363, 0.013543, +0.005590
0.300000, 0.003513, 0.018641, +0.007564
0.305000, 0.005091, 0.024976, +0.009943
0.310000, 0.007194, 0.032607, +0.012707
0.315000, 0.009923, 0.041533, +0.015805
0.320000, 0.013372, 0.051681, +0.019155
0.325000, 0.017618, 0.062913, +0.022647
0.330000, 0.022721, 0.075036, +0.026158
0.335000, 0.028710, 0.087823, +0.029556
0.340000, 0.035589, 0.101030, +0.032720
0.345000, 0.043332, 0.114424, +0.035546
0.350000, 0.051890, 0.127794, +0.037952
0.355000, 0.061198, 0.140972, +0.039887
0.360000, 0.071184, 0.153832, +0.041324
0.365000, 0.081781, 0.166299, +0.042259
0.370000, 0.092932, 0.178339, +0.042703
0.375000, 0.104597, 0.189957, +0.042680
0.380000, 0.116757, 0.201189, +0.042216
0.385000, 0.129411, 0.212091, +0.041340
0.390000, 0.142574, 0.222735, +0.040081
0.395000, 0.156270, 0.233198, +0.038464
0.400000, 0.170526, 0.240871, +0.035172
0.405000, 0.185364, 0.248202, +0.031419
0.410000, 0.200798, 0.255842, +0.027522
0.415000, 0.216826, 0.263818, +0.023496
0.420000, 0.233433, 0.272158, +0.019362
0.425000, 0.250588, 0.280891, +0.015152
0.430000, 0.268243, 0.290041, +0.010899
0.435000, 0.286339, 0.299635, +0.006648
0.440000, 0.304809, 0.309696, +0.002443
0.445000, 0.323577, 0.320245, -0.001666
0.450000, 0.342564, 0.331303, -0.005630
0.455000, 0.361687, 0.342889, -0.009399
0.460000, 0.380867, 0.355019, -0.012924
0.465000, 0.400022, 0.367707, -0.016158
0.470000, 0.419077, 0.380963, -0.019057
0.475000, 0.437959, 0.394793, -0.021583
0.480000, 0.456600, 0.409199, -0.023701
0.485000, 0.474936, 0.424178, -0.025379
0.490000, 0.492911, 0.439719, -0.026596
0.495000, 0.510474, 0.455808, -0.027333
0.500000, 0.527580, 0.472420, -0.027580
0.505000, 0.544192, 0.489526, -0.027333
0.510000, 0.560281, 0.507089, -0.026596
0.515000, 0.575822, 0.525064, -0.025379
0.520000, 0.590801, 0.543400, -0.023701
0.525000, 0.605207, 0.562041, -0.021583
0.530000, 0.619037, 0.580923, -0.019057
0.535000, 0.632293, 0.599978, -0.016158
0.540000, 0.644981, 0.619133, -0.012924
0.545000, 0.657111, 0.638313, -0.009399
0.550000, 0.668697, 0.657436, -0.005630
0.555000, 0.679755, 0.676423, -0.001666
0.560000, 0.690304, 0.695191, +0.002443
0.565000, 0.700365, 0.713661, +0.006648
0.570000, 0.709959, 0.731757, +0.010899
0.575000, 0.719109, 0.749412, +0.015152
0.580000, 0.727842, 0.766567, +0.019362
0.585000, 0.736182, 0.783174, +0.023496
0.590000, 0.744158, 0.799202, +0.027522
0.595000, 0.751798, 0.814636, +0.031419
0.600000, 0.759129, 0.829474, +0.035172
0.605000, 0.766802, 0.843730, +0.038464
0.610000, 0.777265, 0.857426, +0.040081
0.615000, 0.787909, 0.870589, +0.041340
0.620000, 0.798811, 0.883243, +0.042216
0.625000, 0.810043, 0.895403, +0.042680
0.630000, 0.821661, 0.907068, +0.042703
0.635000, 0.833701, 0.918219, +0.042259
0.640000, 0.846168, 0.928816, +0.041324
0.645000, 0.859028, 0.938802, +0.039887
0.650000, 0.872206, 0.948110, +0.037952
0.655000, 0.885576, 0.956668, +0.035546
0.660000, 0.898970, 0.964411, +0.032720
0.665000, 0.912177, 0.971290, +0.029556
0.670000, 0.924964, 0.977279, +0.026158
0.675000, 0.937087, 0.982382, +0.022647
0.680000, 0.948319, 0.986628, +0.019155
0.685000, 0.958467, 0.990077, +0.015805
0.690000, 0.967393, 0.992806, +0.012707
0.695000, 0.975024, 0.994909, +0.009943
0.700000, 0.981359, 0.996487, +0.007564
0.705000, 0.986457, 0.997637, +0.005590
0.710000, 0.990433, 0.998452, +0.004010
0.715000, 0.993435, 0.999013, +0.002789
0.720000, 0.995627, 0.999388, +0.001881
0.725000, 0.997174, 0.999631, +0.001228
0.730000, 0.998230, 0.999784, +0.000777
0.735000, 0.998926, 0.999877, +0.000475
0.740000, 0.999369, 0.999932, +0.000281
0.745000, 0.999641, 0.999963, +0.000161
0.750000, 0.999803, 0.999981, +0.000089
