DISTRICT,VPI,TWO-PARTY
CD 1,0.650546,213517
CD 2,0.641319,221693
CD 3,0.563571,207006
CD 4,0.599035,240692
CD 5,0.631764,237397
CD 6,0.544996,252944
CD 7,0.805059,165084
CD 8,0.565104,231534
CD 9,0.567165,249459
