DISTRICT,VPI,TWO-PARTY
CD 1,0.385978,153191
CD 2,0.429012,166015
CD 3,0.433461,158165
CD 4,0.415735,153701
CD 5,0.461816,151803
CD 6,0.688187,149753
CD 7,0.465536,139948
