DISTRICT,VPI,TWO-PARTY
CD 1,0.401328,233392
CD 2,0.421052,241884
CD 3,0.611613,192055
CD 4,0.438587,240177
CD 5,0.404780,254996
CD 6,0.567704,236257
CD 7,0.469476,239402
CD 8,0.393634,232567
CD 9,0.597835,213803
CD 10,0.457564,245637
CD 11,0.776654,224981
CD 12,0.429667,253811
CD 13,0.646646,250297
CD 14,0.459989,270658
CD 15,0.453596,238406
CD 16,0.430653,264219
