DISTRICT,VPI,TWO-PARTY
CD 1,0.387056,185083
CD 2,0.397812,207089
CD 3,0.356192,178433
CD 4,0.347206,184413
CD 5,0.418843,195289
CD 6,0.692445,188860
CD 7,0.440310,181974
