DISTRICT,VPI,TWO-PARTY
CD 1,0.761626,338317
CD 2,0.482006,310853
CD 3,0.468548,304795
CD 4,0.747737,349429
CD 5,0.451456,340946
CD 6,0.476295,358280
CD 7,0.474314,328949
CD 8,0.485069,295828
CD 9,0.454121,367050
CD 10,0.462401,328654
CD 11,0.431130,324341
CD 12,0.799329,308340
CD 13,0.503500,378417
