DISTRICT,VPI,TWO-PARTY
CD 1,0.729134,323514
CD 2,0.484730,291649
CD 3,0.475413,295661
CD 4,0.728804,328987
CD 5,0.476033,332914
CD 6,0.499021,347398
CD 7,0.498649,311301
CD 8,0.481561,283997
CD 9,0.477587,334433
CD 10,0.485395,318205
CD 11,0.470479,322784
CD 12,0.796590,281619
CD 13,0.479839,352295
