DISTRICT,VPI,TWO-PARTY
CD 1,0.657863,212925
CD 2,0.634439,234873
CD 3,0.617018,224931
CD 4,0.632406,255704
CD 5,0.704562,250064
CD 6,0.621092,271662
CD 7,0.867162,169547
CD 8,0.678861,251354
CD 9,0.622534,270388
