Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000000, 0.000182, +0.000091
0.255000, 0.000000, 0.000333, +0.000166
0.260000, 0.000001, 0.000589, +0.000294
0.265000, 0.000001, 0.001009, +0.000504
0.270000, 0.000002, 0.001672, +0.000835
0.275000, 0.000004, 0.002681, +0.001338
0.280000, 0.000008, 0.004164, +0.002078
0.285000, 0.000015, 0.006265, +0.003125
0.290000, 0.000027, 0.009135, +0.004554
0.295000, 0.000049, 0.012919, +0.006435
0.300000, 0.000086, 0.017729, +0.008821
0.305000, 0.000148, 0.023629, +0.011740
0.310000, 0.000249, 0.030608, +0.015179
0.315000, 0.000410, 0.038574, +0.019082
0.320000, 0.000661, 0.047346, +0.023343
0.325000, 0.001042, 0.056672, +0.027815
0.330000, 0.001609, 0.066244, +0.032317
0.335000, 0.002434, 0.075738, +0.036652
0.340000, 0.003608, 0.084850, +0.040621
0.345000, 0.005241, 0.093329, +0.044044
0.350000, 0.007464, 0.101002, +0.046769
0.355000, 0.010424, 0.107796, +0.048686
0.360000, 0.014281, 0.113733, +0.049726
0.365000, 0.019199, 0.118920, +0.049860
0.370000, 0.025340, 0.123531, +0.049096
0.375000, 0.032850, 0.127784, +0.047467
0.380000, 0.041848, 0.131914, +0.045033
0.385000, 0.052420, 0.136155, +0.041868
0.390000, 0.064602, 0.140719, +0.038059
0.395000, 0.078385, 0.145369, +0.033492
0.400000, 0.093708, 0.149765, +0.028029
0.405000, 0.110466, 0.154761, +0.022148
0.410000, 0.128518, 0.160422, +0.015952
0.415000, 0.147702, 0.166816, +0.009557
0.420000, 0.167848, 0.174014, +0.003083
0.425000, 0.188794, 0.182090, -0.003352
0.430000, 0.210398, 0.191120, -0.009639
0.435000, 0.232550, 0.201183, -0.015684
0.440000, 0.255175, 0.212356, -0.021409
0.445000, 0.278230, 0.224715, -0.026757
0.450000, 0.301703, 0.238328, -0.031687
0.455000, 0.325599, 0.253250, -0.036174
0.460000, 0.349930, 0.269523, -0.040204
0.465000, 0.374702, 0.287165, -0.043768
0.470000, 0.399902, 0.306169, -0.046866
0.475000, 0.425489, 0.326498, -0.049495
0.480000, 0.451390, 0.348083, -0.051654
0.485000, 0.477497, 0.370820, -0.053339
0.490000, 0.503669, 0.394577, -0.054546
0.495000, 0.529737, 0.419192, -0.055272
0.500000, 0.555515, 0.444485, -0.055515
0.505000, 0.580808, 0.470263, -0.055272
0.510000, 0.605423, 0.496331, -0.054546
0.515000, 0.629180, 0.522503, -0.053339
0.520000, 0.651917, 0.548610, -0.051654
0.525000, 0.673502, 0.574511, -0.049495
0.530000, 0.693831, 0.600098, -0.046866
0.535000, 0.712835, 0.625298, -0.043768
0.540000, 0.730477, 0.650070, -0.040204
0.545000, 0.746750, 0.674401, -0.036174
0.550000, 0.761672, 0.698297, -0.031687
0.555000, 0.775285, 0.721770, -0.026757
0.560000, 0.787644, 0.744825, -0.021409
0.565000, 0.798817, 0.767450, -0.015684
0.570000, 0.808880, 0.789602, -0.009639
0.575000, 0.817910, 0.811206, -0.003352
0.580000, 0.825986, 0.832152, +0.003083
0.585000, 0.833184, 0.852298, +0.009557
0.590000, 0.839578, 0.871482, +0.015952
0.595000, 0.845239, 0.889534, +0.022148
0.600000, 0.850235, 0.906292, +0.028029
0.605000, 0.854631, 0.921615, +0.033492
0.610000, 0.859281, 0.935398, +0.038059
0.615000, 0.863845, 0.947580, +0.041868
0.620000, 0.868086, 0.958152, +0.045033
0.625000, 0.872216, 0.967150, +0.047467
0.630000, 0.876469, 0.974660, +0.049096
0.635000, 0.881080, 0.980801, +0.049860
0.640000, 0.886267, 0.985719, +0.049726
0.645000, 0.892204, 0.989576, +0.048686
0.650000, 0.898998, 0.992536, +0.046769
0.655000, 0.906671, 0.994759, +0.044044
0.660000, 0.915150, 0.996392, +0.040621
0.665000, 0.924262, 0.997566, +0.036652
0.670000, 0.933756, 0.998391, +0.032317
0.675000, 0.943328, 0.998958, +0.027815
0.680000, 0.952654, 0.999339, +0.023343
0.685000, 0.961426, 0.999590, +0.019082
0.690000, 0.969392, 0.999751, +0.015179
0.695000, 0.976371, 0.999852, +0.011740
0.700000, 0.982271, 0.999914, +0.008821
0.705000, 0.987081, 0.999951, +0.006435
0.710000, 0.990865, 0.999973, +0.004554
0.715000, 0.993735, 0.999985, +0.003125
0.720000, 0.995836, 0.999992, +0.002078
0.725000, 0.997319, 0.999996, +0.001338
0.730000, 0.998328, 0.999998, +0.000835
0.735000, 0.998991, 0.999999, +0.000504
0.740000, 0.999411, 0.999999, +0.000294
0.745000, 0.999667, 1.000000, +0.000166
0.750000, 0.999818, 1.000000, +0.000091
