DISTRICT,VPI,TWO-PARTY
CD 1,0.400744,774852
CD 2,0.608226,646069
CD 3,0.599390,705857
CD 4,0.745952,623000
CD 5,0.654725,681419
CD 6,0.542035,588223
CD 7,0.720550,667435
CD 8,0.615617,709919
