DISTRICT,VPI,TWO-PARTY
CD 1,0.444061,238124
CD 2,0.453393,245342
CD 3,0.594281,196946
CD 4,0.482455,244695
CD 5,0.484754,252385
CD 6,0.563598,239041
CD 7,0.515722,243425
CD 8,0.429062,227457
CD 9,0.652356,213756
CD 10,0.472245,243157
CD 11,0.795286,223503
CD 12,0.433282,262261
CD 13,0.705494,258994
CD 14,0.517467,273052
CD 15,0.447638,246955
CD 16,0.473388,260618
