Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000450, 0.000019, -0.000216
0.255000, 0.000761, 0.000036, -0.000362
0.260000, 0.001242, 0.000069, -0.000587
0.265000, 0.001961, 0.000125, -0.000918
0.270000, 0.002997, 0.000222, -0.001387
0.275000, 0.004439, 0.000384, -0.002027
0.280000, 0.006379, 0.000645, -0.002867
0.285000, 0.008906, 0.001053, -0.003927
0.290000, 0.012097, 0.001675, -0.005211
0.295000, 0.016006, 0.002594, -0.006706
0.300000, 0.020664, 0.003917, -0.008374
0.305000, 0.026069, 0.005767, -0.010151
0.310000, 0.032189, 0.008287, -0.011951
0.315000, 0.038967, 0.011627, -0.013670
0.320000, 0.046324, 0.015943, -0.015191
0.325000, 0.054176, 0.021377, -0.016400
0.330000, 0.062439, 0.028052, -0.017193
0.335000, 0.071042, 0.036053, -0.017494
0.340000, 0.079938, 0.045421, -0.017259
0.345000, 0.089109, 0.056137, -0.016486
0.350000, 0.098566, 0.068126, -0.015220
0.355000, 0.108352, 0.081254, -0.013549
0.360000, 0.118529, 0.095337, -0.011596
0.365000, 0.129173, 0.110155, -0.009509
0.370000, 0.140361, 0.125468, -0.007447
0.375000, 0.152159, 0.141038, -0.005561
0.380000, 0.164612, 0.156647, -0.003982
0.385000, 0.177734, 0.172115, -0.002809
0.390000, 0.191506, 0.187314, -0.002096
0.395000, 0.205871, 0.202171, -0.001850
0.400000, 0.220741, 0.216672, -0.002034
0.405000, 0.235998, 0.230854, -0.002572
0.410000, 0.251507, 0.244792, -0.003358
0.415000, 0.267123, 0.258586, -0.004269
0.420000, 0.282704, 0.272347, -0.005179
0.425000, 0.298120, 0.286180, -0.005970
0.430000, 0.313263, 0.300172, -0.006545
0.435000, 0.328049, 0.314385, -0.006832
0.440000, 0.342429, 0.328852, -0.006789
0.445000, 0.356385, 0.343573, -0.006406
0.450000, 0.369928, 0.358523, -0.005702
0.455000, 0.383095, 0.373650, -0.004723
0.460000, 0.395945, 0.388886, -0.003530
0.465000, 0.408549, 0.404150, -0.002200
0.470000, 0.420984, 0.419354, -0.000815
0.475000, 0.433326, 0.434411, +0.000542
0.480000, 0.445645, 0.449234, +0.001794
0.485000, 0.457998, 0.463743, +0.002872
0.490000, 0.470426, 0.477867, +0.003720
0.495000, 0.482954, 0.491545, +0.004295
0.500000, 0.495588, 0.504412, +0.004412
0.505000, 0.508455, 0.517046, +0.004295
0.510000, 0.522133, 0.529574, +0.003720
0.515000, 0.536257, 0.542002, +0.002872
0.520000, 0.550766, 0.554355, +0.001794
0.525000, 0.565589, 0.566674, +0.000542
0.530000, 0.580646, 0.579016, -0.000815
0.535000, 0.595850, 0.591451, -0.002200
0.540000, 0.611114, 0.604055, -0.003530
0.545000, 0.626350, 0.616905, -0.004723
0.550000, 0.641477, 0.630072, -0.005702
0.555000, 0.656427, 0.643615, -0.006406
0.560000, 0.671148, 0.657571, -0.006789
0.565000, 0.685615, 0.671951, -0.006832
0.570000, 0.699828, 0.686737, -0.006545
0.575000, 0.713820, 0.701880, -0.005970
0.580000, 0.727653, 0.717296, -0.005179
0.585000, 0.741414, 0.732877, -0.004269
0.590000, 0.755208, 0.748493, -0.003358
0.595000, 0.769146, 0.764002, -0.002572
0.600000, 0.783328, 0.779259, -0.002034
0.605000, 0.797829, 0.794129, -0.001850
0.610000, 0.812686, 0.808494, -0.002096
0.615000, 0.827885, 0.822266, -0.002809
0.620000, 0.843353, 0.835388, -0.003982
0.625000, 0.858962, 0.847841, -0.005561
0.630000, 0.874532, 0.859639, -0.007447
0.635000, 0.889845, 0.870827, -0.009509
0.640000, 0.904663, 0.881471, -0.011596
0.645000, 0.918746, 0.891648, -0.013549
0.650000, 0.931874, 0.901434, -0.015220
0.655000, 0.943863, 0.910891, -0.016486
0.660000, 0.954579, 0.920062, -0.017259
0.665000, 0.963947, 0.928958, -0.017494
0.670000, 0.971948, 0.937561, -0.017193
0.675000, 0.978623, 0.945824, -0.016400
0.680000, 0.984057, 0.953676, -0.015191
0.685000, 0.988373, 0.961033, -0.013670
0.690000, 0.991713, 0.967811, -0.011951
0.695000, 0.994233, 0.973931, -0.010151
0.700000, 0.996083, 0.979336, -0.008374
0.705000, 0.997406, 0.983994, -0.006706
0.710000, 0.998325, 0.987903, -0.005211
0.715000, 0.998947, 0.991094, -0.003927
0.720000, 0.999355, 0.993621, -0.002867
0.725000, 0.999616, 0.995561, -0.002027
0.730000, 0.999778, 0.997003, -0.001387
0.735000, 0.999875, 0.998039, -0.000918
0.740000, 0.999931, 0.998758, -0.000587
0.745000, 0.999964, 0.999239, -0.000362
0.750000, 0.999981, 0.999550, -0.000216
