DISTRICT,VPI,TWO-PARTY
CD 1,0.766543,327742
CD 2,0.779363,304289
CD 3,0.511921,267334
CD 4,0.776637,167819
CD 5,0.631315,292780
CD 6,0.409650,334006
CD 7,0.861156,294101
CD 8,0.530761,233749
CD 9,0.615476,317231
CD 10,0.535003,264719
CD 11,0.523643,237873
CD 12,0.511902,308817
CD 13,0.492822,307630
CD 14,0.393924,289946
CD 15,0.373952,327208
CD 16,0.430677,308491
CD 17,0.545445,307251
CD 18,0.371815,346507
