DISTRICT,VPI,TWO-PARTY
CD 1,0.637588,313638
CD 2,0.610309,315082
CD 3,0.580233,294742
CD 4,0.618041,342802
CD 5,0.671975,332330
CD 6,0.580376,352686
CD 7,0.816306,233768
CD 8,0.595702,331545
CD 9,0.592522,358317
