DISTRICT,VPI
1,0.20184091
2,0.20373971
3,0.22531741
4,0.23866988
5,0.24481359
6,0.28861680
7,0.30635629
8,0.31349084
9,0.34460867
10,0.36768030
11,0.37509210
12,0.38287583
13,0.39038738
14,0.40224912
15,0.40387659
16,0.44024349
17,0.45420315
18,0.49531337
19,0.49692200
20,0.52450186
21,0.56010528
22,0.59290133
23,0.59304479
24,0.65981520
25,0.67094496
26,0.68921285
27,0.70214774
28,0.72368775
29,0.73651881
30,0.83106761
31,0.85614372
