DISTRICT,VPI,TWO-PARTY
CD 1,0.709822,308827
CD 2,0.665386,320215
CD 3,0.639209,302401
CD 4,0.674337,342916
CD 5,0.714929,330671
CD 6,0.635653,355641
CD 7,0.861092,247629
CD 8,0.653261,333634
CD 9,0.621332,355572
