DISTRICT,VPI,TWO-PARTY
CD 1,0.651152,327762
CD 2,0.599022,339310
CD 3,0.578807,327330
CD 4,0.580638,364122
CD 5,0.663029,355918
CD 6,0.555027,381969
CD 7,0.840541,277657
CD 8,0.585861,364189
CD 9,0.562805,371347
