Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000461, 0.000000, -0.000231
0.255000, 0.000819, 0.000000, -0.000410
0.260000, 0.001405, 0.000000, -0.000702
0.265000, 0.002328, 0.000000, -0.001164
0.270000, 0.003728, 0.000000, -0.001864
0.275000, 0.005772, 0.000001, -0.002886
0.280000, 0.008645, 0.000001, -0.004322
0.285000, 0.012531, 0.000003, -0.006264
0.290000, 0.017592, 0.000005, -0.008793
0.295000, 0.023936, 0.000009, -0.011963
0.300000, 0.031591, 0.000017, -0.015787
0.305000, 0.040483, 0.000031, -0.020226
0.310000, 0.050425, 0.000055, -0.025185
0.315000, 0.061126, 0.000095, -0.030516
0.320000, 0.072213, 0.000160, -0.036026
0.325000, 0.083271, 0.000267, -0.041502
0.330000, 0.093888, 0.000435, -0.046727
0.335000, 0.103702, 0.000697, -0.051502
0.340000, 0.112434, 0.001097, -0.055668
0.345000, 0.119915, 0.001693, -0.059111
0.350000, 0.126089, 0.002567, -0.061761
0.355000, 0.131000, 0.003822, -0.063589
0.360000, 0.134768, 0.005590, -0.064589
0.365000, 0.137567, 0.008030, -0.064769
0.370000, 0.139592, 0.011336, -0.064128
0.375000, 0.141036, 0.015727, -0.062654
0.380000, 0.142081, 0.021451, -0.060315
0.385000, 0.142883, 0.028771, -0.057056
0.390000, 0.143576, 0.037957, -0.052809
0.395000, 0.144272, 0.049273, -0.047499
0.400000, 0.145068, 0.062958, -0.041055
0.405000, 0.146056, 0.079211, -0.033422
0.410000, 0.147321, 0.098171, -0.024575
0.415000, 0.148953, 0.119906, -0.014523
0.420000, 0.151047, 0.144398, -0.003325
0.425000, 0.153703, 0.171537, +0.008917
0.430000, 0.157028, 0.201124, +0.022048
0.435000, 0.161132, 0.232875, +0.035872
0.440000, 0.166125, 0.266436, +0.050156
0.445000, 0.172117, 0.301397, +0.064640
0.450000, 0.179206, 0.337313, +0.079053
0.455000, 0.187540, 0.373730, +0.093095
0.460000, 0.197265, 0.410201, +0.106468
0.465000, 0.208486, 0.446307, +0.118910
0.470000, 0.221311, 0.481668, +0.130178
0.475000, 0.235835, 0.515957, +0.140061
0.480000, 0.252140, 0.548901, +0.148381
0.485000, 0.270297, 0.580285, +0.154994
0.490000, 0.290359, 0.609945, +0.159793
0.495000, 0.312362, 0.637766, +0.162702
0.500000, 0.336323, 0.663677, +0.163677
0.505000, 0.362234, 0.687638, +0.162702
0.510000, 0.390055, 0.709641, +0.159793
0.515000, 0.419715, 0.729703, +0.154994
0.520000, 0.451099, 0.747860, +0.148381
0.525000, 0.484043, 0.764165, +0.140061
0.530000, 0.518332, 0.778689, +0.130178
0.535000, 0.553693, 0.791514, +0.118910
0.540000, 0.589799, 0.802735, +0.106468
0.545000, 0.626270, 0.812460, +0.093095
0.550000, 0.662687, 0.820794, +0.079053
0.555000, 0.698603, 0.827883, +0.064640
0.560000, 0.733564, 0.833875, +0.050156
0.565000, 0.767125, 0.838868, +0.035872
0.570000, 0.798876, 0.842972, +0.022048
0.575000, 0.828463, 0.846297, +0.008917
0.580000, 0.855602, 0.848953, -0.003325
0.585000, 0.880094, 0.851047, -0.014523
0.590000, 0.901829, 0.852679, -0.024575
0.595000, 0.920789, 0.853944, -0.033422
0.600000, 0.937042, 0.854932, -0.041055
0.605000, 0.950727, 0.855728, -0.047499
0.610000, 0.962043, 0.856424, -0.052809
0.615000, 0.971229, 0.857117, -0.057056
0.620000, 0.978549, 0.857919, -0.060315
0.625000, 0.984273, 0.858964, -0.062654
0.630000, 0.988664, 0.860408, -0.064128
0.635000, 0.991970, 0.862433, -0.064769
0.640000, 0.994410, 0.865232, -0.064589
0.645000, 0.996178, 0.869000, -0.063589
0.650000, 0.997433, 0.873911, -0.061761
0.655000, 0.998307, 0.880085, -0.059111
0.660000, 0.998903, 0.887566, -0.055668
0.665000, 0.999303, 0.896298, -0.051502
0.670000, 0.999565, 0.906112, -0.046727
0.675000, 0.999733, 0.916729, -0.041502
0.680000, 0.999840, 0.927787, -0.036026
0.685000, 0.999905, 0.938874, -0.030516
0.690000, 0.999945, 0.949575, -0.025185
0.695000, 0.999969, 0.959517, -0.020226
0.700000, 0.999983, 0.968409, -0.015787
0.705000, 0.999991, 0.976064, -0.011963
0.710000, 0.999995, 0.982408, -0.008793
0.715000, 0.999997, 0.987469, -0.006264
0.720000, 0.999999, 0.991355, -0.004322
0.725000, 0.999999, 0.994228, -0.002886
0.730000, 1.000000, 0.996272, -0.001864
0.735000, 1.000000, 0.997672, -0.001164
0.740000, 1.000000, 0.998595, -0.000702
0.745000, 1.000000, 0.999181, -0.000410
0.750000, 1.000000, 0.999539, -0.000231
