Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000000, 0.000140, +0.000070
0.255000, 0.000000, 0.000259, +0.000129
0.260000, 0.000000, 0.000462, +0.000231
0.265000, 0.000000, 0.000800, +0.000400
0.270000, 0.000001, 0.001338, +0.000669
0.275000, 0.000002, 0.002170, +0.001084
0.280000, 0.000004, 0.003407, +0.001701
0.285000, 0.000007, 0.005183, +0.002588
0.290000, 0.000013, 0.007646, +0.003817
0.295000, 0.000023, 0.010942, +0.005459
0.300000, 0.000041, 0.015196, +0.007578
0.305000, 0.000072, 0.020498, +0.010213
0.310000, 0.000123, 0.026875, +0.013376
0.315000, 0.000206, 0.034277, +0.017035
0.320000, 0.000339, 0.042571, +0.021116
0.325000, 0.000547, 0.051543, +0.025498
0.330000, 0.000863, 0.060916, +0.030026
0.335000, 0.001336, 0.070374, +0.034519
0.340000, 0.002027, 0.079599, +0.038786
0.345000, 0.003017, 0.088307, +0.042645
0.350000, 0.004405, 0.096275, +0.045935
0.355000, 0.006310, 0.103367, +0.048528
0.360000, 0.008872, 0.109538, +0.050333
0.365000, 0.012245, 0.114834, +0.051294
0.370000, 0.016599, 0.119380, +0.051390
0.375000, 0.022107, 0.123354, +0.050624
0.380000, 0.028938, 0.126973, +0.049018
0.385000, 0.037252, 0.130467, +0.046607
0.390000, 0.047181, 0.133945, +0.043382
0.395000, 0.058826, 0.136923, +0.039048
0.400000, 0.072250, 0.140362, +0.034056
0.405000, 0.087469, 0.144342, +0.028436
0.410000, 0.104456, 0.148943, +0.022243
0.415000, 0.123142, 0.154248, +0.015553
0.420000, 0.143423, 0.160345, +0.008461
0.425000, 0.165171, 0.167321, +0.001075
0.430000, 0.188240, 0.175266, -0.006487
0.435000, 0.212484, 0.184272, -0.014106
0.440000, 0.237756, 0.194427, -0.021664
0.445000, 0.263921, 0.205819, -0.029051
0.450000, 0.290854, 0.218528, -0.036163
0.455000, 0.318438, 0.232628, -0.042905
0.460000, 0.346565, 0.248179, -0.049193
0.465000, 0.375120, 0.265225, -0.054947
0.470000, 0.403986, 0.283789, -0.060099
0.475000, 0.433031, 0.303866, -0.064583
0.480000, 0.462106, 0.325425, -0.068340
0.485000, 0.491047, 0.348405, -0.071321
0.490000, 0.519674, 0.372709, -0.073483
0.495000, 0.547799, 0.398213, -0.074793
0.500000, 0.575232, 0.424768, -0.075232
0.505000, 0.601787, 0.452201, -0.074793
0.510000, 0.627291, 0.480326, -0.073483
0.515000, 0.651595, 0.508953, -0.071321
0.520000, 0.674575, 0.537894, -0.068340
0.525000, 0.696134, 0.566969, -0.064583
0.530000, 0.716211, 0.596014, -0.060099
0.535000, 0.734775, 0.624880, -0.054947
0.540000, 0.751821, 0.653435, -0.049193
0.545000, 0.767372, 0.681562, -0.042905
0.550000, 0.781472, 0.709146, -0.036163
0.555000, 0.794181, 0.736079, -0.029051
0.560000, 0.805573, 0.762244, -0.021664
0.565000, 0.815728, 0.787516, -0.014106
0.570000, 0.824734, 0.811760, -0.006487
0.575000, 0.832679, 0.834829, +0.001075
0.580000, 0.839655, 0.856577, +0.008461
0.585000, 0.845752, 0.876858, +0.015553
0.590000, 0.851057, 0.895544, +0.022243
0.595000, 0.855658, 0.912531, +0.028436
0.600000, 0.859638, 0.927750, +0.034056
0.605000, 0.863077, 0.941174, +0.039048
0.610000, 0.866055, 0.952819, +0.043382
0.615000, 0.869533, 0.962748, +0.046607
0.620000, 0.873027, 0.971062, +0.049018
0.625000, 0.876646, 0.977893, +0.050624
0.630000, 0.880620, 0.983401, +0.051390
0.635000, 0.885166, 0.987755, +0.051294
0.640000, 0.890462, 0.991128, +0.050333
0.645000, 0.896633, 0.993690, +0.048528
0.650000, 0.903725, 0.995595, +0.045935
0.655000, 0.911693, 0.996983, +0.042645
0.660000, 0.920401, 0.997973, +0.038786
0.665000, 0.929626, 0.998664, +0.034519
0.670000, 0.939084, 0.999137, +0.030026
0.675000, 0.948457, 0.999453, +0.025498
0.680000, 0.957429, 0.999661, +0.021116
0.685000, 0.965723, 0.999794, +0.017035
0.690000, 0.973125, 0.999877, +0.013376
0.695000, 0.979502, 0.999928, +0.010213
0.700000, 0.984804, 0.999959, +0.007578
0.705000, 0.989058, 0.999977, +0.005459
0.710000, 0.992354, 0.999987, +0.003817
0.715000, 0.994817, 0.999993, +0.002588
0.720000, 0.996593, 0.999996, +0.001701
0.725000, 0.997830, 0.999998, +0.001084
0.730000, 0.998662, 0.999999, +0.000669
0.735000, 0.999200, 1.000000, +0.000400
0.740000, 0.999538, 1.000000, +0.000231
0.745000, 0.999741, 1.000000, +0.000129
0.750000, 0.999860, 1.000000, +0.000070
