DISTRICT,VPI,TWO-PARTY
CD 1,0.908734,237775
CD 2,0.912815,225829
CD 3,0.764024,143794
CD 4,0.900141,97796
CD 5,0.810674,166158
CD 6,0.641237,199599
CD 7,0.941556,205420
CD 8,0.730272,128231
CD 9,0.809901,187533
CD 10,0.755401,172242
CD 11,0.752526,163242
CD 12,0.678881,193175
CD 13,0.722215,214249
CD 14,0.646889,178426
CD 15,0.603560,219968
CD 16,0.676989,195190
CD 17,0.686225,196442
CD 18,0.606170,238639
