DISTRICT,VPI,TWO-PARTY
CD 1,0.687567,213831
CD 2,0.704628,192645
CD 3,0.403119,184002
CD 4,0.648045,93253
CD 5,0.480728,186995
CD 6,0.283080,230666
CD 7,0.766942,173127
CD 8,0.367645,147001
CD 9,0.465315,224080
CD 10,0.396439,180494
CD 11,0.414247,162425
CD 12,0.445805,199745
CD 13,0.378592,197642
CD 14,0.300182,201303
CD 15,0.302022,216041
CD 16,0.313293,200282
CD 17,0.414245,183723
CD 18,0.279858,237147
