DISTRICT,VPI,TWO-PARTY
CD 1,0.207498,162057
CD 2,0.180653,167509
CD 3,0.287451,170533
CD 4,0.301480,168805
CD 5,0.484396,171093
CD 6,0.287122,194477
CD 7,0.309383,177720
CD 8,0.328432,210961
CD 9,0.695270,148240
