DISTRICT,VPI,TWO-PARTY
CD 1,0.735271,223160
CD 2,0.743012,203207
CD 3,0.467389,176847
CD 4,0.710508,95107
CD 5,0.547342,183882
CD 6,0.317571,230210
CD 7,0.814349,182318
CD 8,0.422290,143767
CD 9,0.537040,217098
CD 10,0.439261,181804
CD 11,0.446080,165541
CD 12,0.475765,201579
CD 13,0.404095,200989
CD 14,0.317051,204706
CD 15,0.316013,217092
CD 16,0.336128,204532
CD 17,0.451856,186410
CD 18,0.279938,243288
