Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.002212, 0.000004, -0.001104
0.255000, 0.003555, 0.000008, -0.001774
0.260000, 0.005514, 0.000016, -0.002749
0.265000, 0.008262, 0.000031, -0.004115
0.270000, 0.011978, 0.000058, -0.005960
0.275000, 0.016828, 0.000106, -0.008361
0.280000, 0.022949, 0.000188, -0.011380
0.285000, 0.030432, 0.000326, -0.015053
0.290000, 0.039313, 0.000551, -0.019381
0.295000, 0.049562, 0.000908, -0.024327
0.300000, 0.061082, 0.001459, -0.029811
0.305000, 0.073711, 0.002289, -0.035711
0.310000, 0.087227, 0.003503, -0.041862
0.315000, 0.101353, 0.005236, -0.048058
0.320000, 0.115770, 0.007644, -0.054063
0.325000, 0.130133, 0.010907, -0.059613
0.330000, 0.144091, 0.015214, -0.064439
0.335000, 0.157315, 0.020760, -0.068278
0.340000, 0.169522, 0.027725, -0.070899
0.345000, 0.180498, 0.036260, -0.072119
0.350000, 0.190120, 0.046469, -0.071825
0.355000, 0.198358, 0.058395, -0.069981
0.360000, 0.205274, 0.072009, -0.066633
0.365000, 0.211011, 0.087200, -0.061905
0.370000, 0.215766, 0.103789, -0.055988
0.375000, 0.219775, 0.121530, -0.049122
0.380000, 0.223286, 0.140135, -0.041576
0.385000, 0.226543, 0.159294, -0.033625
0.390000, 0.229770, 0.178706, -0.025532
0.395000, 0.233160, 0.198103, -0.017528
0.400000, 0.236876, 0.217273, -0.009801
0.405000, 0.241042, 0.236074, -0.002484
0.410000, 0.245749, 0.254439, +0.004345
0.415000, 0.251054, 0.272378, +0.010662
0.420000, 0.256984, 0.289964, +0.016490
0.425000, 0.263540, 0.307316, +0.021888
0.430000, 0.270701, 0.324579, +0.026939
0.435000, 0.278434, 0.341899, +0.031732
0.440000, 0.286695, 0.359408, +0.036357
0.445000, 0.295436, 0.377201, +0.040882
0.450000, 0.304617, 0.395329, +0.045356
0.455000, 0.314203, 0.413795, +0.049796
0.460000, 0.324172, 0.432547, +0.054187
0.465000, 0.334518, 0.451493, +0.058487
0.470000, 0.345248, 0.470502, +0.062627
0.475000, 0.356379, 0.489420, +0.066521
0.480000, 0.367900, 0.508079, +0.070090
0.485000, 0.380237, 0.526314, +0.073038
0.490000, 0.393526, 0.543967, +0.075220
0.495000, 0.407781, 0.560904, +0.076561
0.500000, 0.422986, 0.577014, +0.077014
0.505000, 0.439096, 0.592219, +0.076561
0.510000, 0.456033, 0.606474, +0.075220
0.515000, 0.473686, 0.619763, +0.073038
0.520000, 0.491921, 0.632100, +0.070090
0.525000, 0.510580, 0.643621, +0.066521
0.530000, 0.529498, 0.654752, +0.062627
0.535000, 0.548507, 0.665482, +0.058487
0.540000, 0.567453, 0.675828, +0.054187
0.545000, 0.586205, 0.685797, +0.049796
0.550000, 0.604671, 0.695383, +0.045356
0.555000, 0.622799, 0.704564, +0.040882
0.560000, 0.640592, 0.713305, +0.036357
0.565000, 0.658101, 0.721566, +0.031732
0.570000, 0.675421, 0.729299, +0.026939
0.575000, 0.692684, 0.736460, +0.021888
0.580000, 0.710036, 0.743016, +0.016490
0.585000, 0.727622, 0.748946, +0.010662
0.590000, 0.745561, 0.754251, +0.004345
0.595000, 0.763926, 0.758958, -0.002484
0.600000, 0.782727, 0.763124, -0.009801
0.605000, 0.801897, 0.766840, -0.017528
0.610000, 0.821294, 0.770230, -0.025532
0.615000, 0.840706, 0.773457, -0.033625
0.620000, 0.859865, 0.776714, -0.041576
0.625000, 0.878470, 0.780225, -0.049122
0.630000, 0.896211, 0.784234, -0.055988
0.635000, 0.912800, 0.788989, -0.061905
0.640000, 0.927991, 0.794726, -0.066633
0.645000, 0.941605, 0.801642, -0.069981
0.650000, 0.953531, 0.809880, -0.071825
0.655000, 0.963740, 0.819502, -0.072119
0.660000, 0.972275, 0.830478, -0.070899
0.665000, 0.979240, 0.842685, -0.068278
0.670000, 0.984786, 0.855909, -0.064439
0.675000, 0.989093, 0.869867, -0.059613
0.680000, 0.992356, 0.884230, -0.054063
0.685000, 0.994764, 0.898647, -0.048058
0.690000, 0.996497, 0.912773, -0.041862
0.695000, 0.997711, 0.926289, -0.035711
0.700000, 0.998541, 0.938918, -0.029811
0.705000, 0.999092, 0.950438, -0.024327
0.710000, 0.999449, 0.960687, -0.019381
0.715000, 0.999674, 0.969568, -0.015053
0.720000, 0.999812, 0.977051, -0.011380
0.725000, 0.999894, 0.983172, -0.008361
0.730000, 0.999942, 0.988022, -0.005960
0.735000, 0.999969, 0.991738, -0.004115
0.740000, 0.999984, 0.994486, -0.002749
0.745000, 0.999992, 0.996445, -0.001774
0.750000, 0.999996, 0.997788, -0.001104
