DISTRICT,VPI,TWO-PARTY
CD 1,0.855971,229173
CD 2,0.854271,215186
CD 3,0.653146,151840
CD 4,0.839392,95873
CD 5,0.719936,169819
CD 6,0.537785,204285
CD 7,0.903294,195744
CD 8,0.627417,131281
CD 9,0.711829,195058
CD 10,0.660537,172028
CD 11,0.656487,157987
CD 12,0.629511,195602
CD 13,0.571953,207675
CD 14,0.549481,180768
CD 15,0.523969,227215
CD 16,0.505204,196616
CD 17,0.643968,194071
CD 18,0.463359,242607
