DISTRICT,VPI,TWO-PARTY
CD 1,0.755182,230414
CD 2,0.764404,210124
CD 3,0.492443,177928
CD 4,0.730318,98182
CD 5,0.572894,187100
CD 6,0.349075,231443
CD 7,0.828766,190094
CD 8,0.453849,145485
CD 9,0.561393,220371
CD 10,0.449559,184594
CD 11,0.479657,167476
CD 12,0.456281,202752
CD 13,0.407392,201405
CD 14,0.348189,206633
CD 15,0.284174,216966
CD 16,0.346569,202757
CD 17,0.421428,185469
CD 18,0.294377,238983
