Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.001674, 0.000010, -0.000832
0.255000, 0.002747, 0.000020, -0.001363
0.260000, 0.004351, 0.000039, -0.002156
0.265000, 0.006660, 0.000073, -0.003293
0.270000, 0.009862, 0.000134, -0.004864
0.275000, 0.014147, 0.000238, -0.006954
0.280000, 0.019687, 0.000411, -0.009638
0.285000, 0.026616, 0.000691, -0.012962
0.290000, 0.035014, 0.001132, -0.016941
0.295000, 0.044890, 0.001804, -0.021543
0.300000, 0.056173, 0.002800, -0.026686
0.305000, 0.068713, 0.004238, -0.032237
0.310000, 0.082282, 0.006254, -0.038014
0.315000, 0.096587, 0.009005, -0.043791
0.320000, 0.111285, 0.012659, -0.049313
0.325000, 0.126006, 0.017386, -0.054310
0.330000, 0.140377, 0.023346, -0.058515
0.335000, 0.154050, 0.030675, -0.061687
0.340000, 0.166728, 0.039474, -0.063627
0.345000, 0.178193, 0.049793, -0.064200
0.350000, 0.188314, 0.061632, -0.063341
0.355000, 0.197061, 0.074934, -0.061064
0.360000, 0.204497, 0.089588, -0.057454
0.365000, 0.210765, 0.105441, -0.052662
0.370000, 0.216068, 0.122307, -0.046881
0.375000, 0.220647, 0.139982, -0.040333
0.380000, 0.224756, 0.158259, -0.033249
0.385000, 0.228640, 0.176941, -0.025850
0.390000, 0.232525, 0.195855, -0.018335
0.395000, 0.236600, 0.214858, -0.010871
0.400000, 0.241014, 0.233843, -0.003586
0.405000, 0.245875, 0.252741, +0.003433
0.410000, 0.251248, 0.271523, +0.010137
0.415000, 0.257160, 0.290187, +0.016514
0.420000, 0.263604, 0.308760, +0.022578
0.425000, 0.270547, 0.327281, +0.028367
0.430000, 0.277937, 0.345796, +0.033929
0.435000, 0.285712, 0.364342, +0.039315
0.440000, 0.293807, 0.382942, +0.044567
0.445000, 0.302164, 0.401596, +0.049716
0.450000, 0.310736, 0.420277, +0.054770
0.455000, 0.319495, 0.438929, +0.059717
0.460000, 0.328431, 0.457469, +0.064519
0.465000, 0.337556, 0.475794, +0.069119
0.470000, 0.346900, 0.493786, +0.073443
0.475000, 0.356506, 0.511319, +0.077406
0.480000, 0.366427, 0.528269, +0.080921
0.485000, 0.376715, 0.544522, +0.083904
0.490000, 0.387421, 0.559981, +0.086280
0.495000, 0.399053, 0.574568, +0.087757
0.500000, 0.411769, 0.588231, +0.088231
0.505000, 0.425432, 0.600947, +0.087757
0.510000, 0.440019, 0.612579, +0.086280
0.515000, 0.455478, 0.623285, +0.083904
0.520000, 0.471731, 0.633573, +0.080921
0.525000, 0.488681, 0.643494, +0.077406
0.530000, 0.506214, 0.653100, +0.073443
0.535000, 0.524206, 0.662444, +0.069119
0.540000, 0.542531, 0.671569, +0.064519
0.545000, 0.561071, 0.680505, +0.059717
0.550000, 0.579723, 0.689264, +0.054770
0.555000, 0.598404, 0.697836, +0.049716
0.560000, 0.617058, 0.706193, +0.044567
0.565000, 0.635658, 0.714288, +0.039315
0.570000, 0.654204, 0.722063, +0.033929
0.575000, 0.672719, 0.729453, +0.028367
0.580000, 0.691240, 0.736396, +0.022578
0.585000, 0.709813, 0.742840, +0.016514
0.590000, 0.728477, 0.748752, +0.010137
0.595000, 0.747259, 0.754125, +0.003433
0.600000, 0.766157, 0.758986, -0.003586
0.605000, 0.785142, 0.763400, -0.010871
0.610000, 0.804145, 0.767475, -0.018335
0.615000, 0.823059, 0.771360, -0.025850
0.620000, 0.841741, 0.775244, -0.033249
0.625000, 0.860018, 0.779353, -0.040333
0.630000, 0.877693, 0.783932, -0.046881
0.635000, 0.894559, 0.789235, -0.052662
0.640000, 0.910412, 0.795503, -0.057454
0.645000, 0.925066, 0.802939, -0.061064
0.650000, 0.938368, 0.811686, -0.063341
0.655000, 0.950207, 0.821807, -0.064200
0.660000, 0.960526, 0.833272, -0.063627
0.665000, 0.969325, 0.845950, -0.061687
0.670000, 0.976654, 0.859623, -0.058515
0.675000, 0.982614, 0.873994, -0.054310
0.680000, 0.987341, 0.888715, -0.049313
0.685000, 0.990995, 0.903413, -0.043791
0.690000, 0.993746, 0.917718, -0.038014
0.695000, 0.995762, 0.931287, -0.032237
0.700000, 0.997200, 0.943827, -0.026686
0.705000, 0.998196, 0.955110, -0.021543
0.710000, 0.998868, 0.964986, -0.016941
0.715000, 0.999309, 0.973384, -0.012962
0.720000, 0.999589, 0.980313, -0.009638
0.725000, 0.999762, 0.985853, -0.006954
0.730000, 0.999866, 0.990138, -0.004864
0.735000, 0.999927, 0.993340, -0.003293
0.740000, 0.999961, 0.995649, -0.002156
0.745000, 0.999980, 0.997253, -0.001363
0.750000, 0.999990, 0.998326, -0.000832
