DISTRICT,VPI,TWO-PARTY
CD 1,0.702352,338675
CD 2,0.384935,312154
CD 3,0.391732,306434
CD 4,0.676806,347417
CD 5,0.348947,345253
CD 6,0.373599,362070
CD 7,0.373792,332490
CD 8,0.362106,301517
CD 9,0.309998,376441
CD 10,0.370455,333131
CD 11,0.351210,327397
CD 12,0.726609,308789
CD 13,0.393437,380518
