DISTRICT,VPI,TWO-PARTY
CD 1,0.692901,227671
CD 2,0.582369,291642
CD 3,0.469964,246533
CD 4,0.389150,241212
CD 5,0.365522,218037
CD 6,0.499405,228908
CD 7,0.547050,225471
