DISTRICT,VPI,TWO-PARTY
CD 1,0.442497,265573
CD 2,0.713946,242815
CD 3,0.673536,265724
CD 4,0.818819,273493
CD 5,0.716535,286724
CD 6,0.594609,266096
CD 7,0.813029,269265
CD 8,0.664078,297629
