Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000002, 0.000332, +0.000165
0.255000, 0.000004, 0.000576, +0.000286
0.260000, 0.000008, 0.000965, +0.000478
0.265000, 0.000016, 0.001562, +0.000773
0.270000, 0.000031, 0.002445, +0.001207
0.275000, 0.000057, 0.003700, +0.001821
0.280000, 0.000103, 0.005422, +0.002660
0.285000, 0.000181, 0.007703, +0.003761
0.290000, 0.000309, 0.010621, +0.005156
0.295000, 0.000515, 0.014237, +0.006861
0.300000, 0.000838, 0.018587, +0.008875
0.305000, 0.001330, 0.023684, +0.011177
0.310000, 0.002061, 0.029522, +0.013731
0.315000, 0.003119, 0.036093, +0.016487
0.320000, 0.004612, 0.043395, +0.019392
0.325000, 0.006665, 0.051448, +0.022392
0.330000, 0.009418, 0.058973, +0.024778
0.335000, 0.013017, 0.064260, +0.025621
0.340000, 0.017610, 0.070022, +0.026206
0.345000, 0.023327, 0.076300, +0.026487
0.350000, 0.030274, 0.083132, +0.026429
0.355000, 0.038517, 0.090555, +0.026019
0.360000, 0.048071, 0.098600, +0.025264
0.365000, 0.058894, 0.107295, +0.024201
0.370000, 0.070881, 0.116662, +0.022891
0.375000, 0.083870, 0.126719, +0.021424
0.380000, 0.097654, 0.137475, +0.019911
0.385000, 0.111988, 0.148936, +0.018474
0.390000, 0.126618, 0.161104, +0.017243
0.395000, 0.141295, 0.173973, +0.016339
0.400000, 0.155799, 0.187535, +0.015868
0.405000, 0.169956, 0.201778, +0.015911
0.410000, 0.183651, 0.216687, +0.016518
0.415000, 0.196832, 0.232244, +0.017706
0.420000, 0.209515, 0.248427, +0.019456
0.425000, 0.221773, 0.265214, +0.021720
0.430000, 0.233728, 0.282577, +0.024425
0.435000, 0.245533, 0.300486, +0.027476
0.440000, 0.257360, 0.318904, +0.030772
0.445000, 0.269384, 0.337791, +0.034204
0.450000, 0.281765, 0.357099, +0.037667
0.455000, 0.294645, 0.376773, +0.041064
0.460000, 0.308137, 0.396752, +0.044308
0.465000, 0.322322, 0.416966, +0.047322
0.470000, 0.337251, 0.437340, +0.050045
0.475000, 0.352943, 0.457792, +0.052425
0.480000, 0.369392, 0.478234, +0.054421
0.485000, 0.386569, 0.498576, +0.056003
0.490000, 0.404427, 0.518724, +0.057149
0.495000, 0.422903, 0.538588, +0.057842
0.500000, 0.441926, 0.558074, +0.058074
0.505000, 0.461412, 0.577097, +0.057842
0.510000, 0.481276, 0.595573, +0.057149
0.515000, 0.501424, 0.613431, +0.056003
0.520000, 0.521766, 0.630608, +0.054421
0.525000, 0.542208, 0.647057, +0.052425
0.530000, 0.562660, 0.662749, +0.050045
0.535000, 0.583034, 0.677678, +0.047322
0.540000, 0.603248, 0.691863, +0.044308
0.545000, 0.623227, 0.705355, +0.041064
0.550000, 0.642901, 0.718235, +0.037667
0.555000, 0.662209, 0.730616, +0.034204
0.560000, 0.681096, 0.742640, +0.030772
0.565000, 0.699514, 0.754467, +0.027476
0.570000, 0.717423, 0.766272, +0.024425
0.575000, 0.734786, 0.778227, +0.021720
0.580000, 0.751573, 0.790485, +0.019456
0.585000, 0.767756, 0.803168, +0.017706
0.590000, 0.783313, 0.816349, +0.016518
0.595000, 0.798222, 0.830044, +0.015911
0.600000, 0.812465, 0.844201, +0.015868
0.605000, 0.826027, 0.858705, +0.016339
0.610000, 0.838896, 0.873382, +0.017243
0.615000, 0.851064, 0.888012, +0.018474
0.620000, 0.862525, 0.902346, +0.019911
0.625000, 0.873281, 0.916130, +0.021424
0.630000, 0.883338, 0.929119, +0.022891
0.635000, 0.892705, 0.941106, +0.024201
0.640000, 0.901400, 0.951929, +0.025264
0.645000, 0.909445, 0.961483, +0.026019
0.650000, 0.916868, 0.969726, +0.026429
0.655000, 0.923700, 0.976673, +0.026487
0.660000, 0.929978, 0.982390, +0.026206
0.665000, 0.935740, 0.986983, +0.025621
0.670000, 0.941027, 0.990582, +0.024778
0.675000, 0.948552, 0.993335, +0.022392
0.680000, 0.956605, 0.995388, +0.019392
0.685000, 0.963907, 0.996881, +0.016487
0.690000, 0.970478, 0.997939, +0.013731
0.695000, 0.976316, 0.998670, +0.011177
0.700000, 0.981413, 0.999162, +0.008875
0.705000, 0.985763, 0.999485, +0.006861
0.710000, 0.989379, 0.999691, +0.005156
0.715000, 0.992297, 0.999819, +0.003761
0.720000, 0.994578, 0.999897, +0.002660
0.725000, 0.996300, 0.999943, +0.001821
0.730000, 0.997555, 0.999969, +0.001207
0.735000, 0.998438, 0.999984, +0.000773
0.740000, 0.999035, 0.999992, +0.000478
0.745000, 0.999424, 0.999996, +0.000286
0.750000, 0.999668, 0.999998, +0.000165
