Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000000, 0.001547, +0.000774
0.255000, 0.000000, 0.002584, +0.001292
0.260000, 0.000001, 0.004157, +0.002078
0.265000, 0.000002, 0.006446, +0.003222
0.270000, 0.000004, 0.009639, +0.004818
0.275000, 0.000007, 0.013912, +0.006952
0.280000, 0.000014, 0.019395, +0.009690
0.285000, 0.000026, 0.026141, +0.013057
0.290000, 0.000048, 0.034101, +0.017027
0.295000, 0.000085, 0.043109, +0.021512
0.300000, 0.000148, 0.052884, +0.026368
0.305000, 0.000252, 0.063057, +0.031403
0.310000, 0.000418, 0.073212, +0.036397
0.315000, 0.000680, 0.082935, +0.041128
0.320000, 0.001082, 0.091870, +0.045394
0.325000, 0.001685, 0.099751, +0.049033
0.330000, 0.002566, 0.106434, +0.051934
0.335000, 0.003827, 0.111895, +0.054034
0.340000, 0.005587, 0.116213, +0.055313
0.345000, 0.007988, 0.119550, +0.055781
0.350000, 0.011186, 0.122116, +0.055465
0.355000, 0.015350, 0.124142, +0.054396
0.360000, 0.020645, 0.125856, +0.052606
0.365000, 0.027226, 0.127475, +0.050124
0.370000, 0.035221, 0.129193, +0.046986
0.375000, 0.044716, 0.130769, +0.043027
0.380000, 0.055744, 0.132616, +0.038436
0.385000, 0.068279, 0.134870, +0.033295
0.390000, 0.082227, 0.137607, +0.027690
0.395000, 0.097436, 0.140913, +0.021739
0.400000, 0.113702, 0.144879, +0.015589
0.405000, 0.130790, 0.149602, +0.009406
0.410000, 0.148458, 0.155185, +0.003363
0.415000, 0.166475, 0.161732, -0.002372
0.420000, 0.184649, 0.169350, -0.007649
0.425000, 0.202846, 0.178146, -0.012350
0.430000, 0.220998, 0.188219, -0.016389
0.435000, 0.239113, 0.199663, -0.019725
0.440000, 0.257268, 0.212559, -0.022355
0.445000, 0.275595, 0.226970, -0.024313
0.450000, 0.294267, 0.242939, -0.025664
0.455000, 0.313472, 0.260482, -0.026495
0.460000, 0.333392, 0.279583, -0.026904
0.465000, 0.354181, 0.300191, -0.026995
0.470000, 0.375947, 0.322218, -0.026865
0.475000, 0.398743, 0.345535, -0.026604
0.480000, 0.422553, 0.369975, -0.026289
0.485000, 0.447300, 0.395335, -0.025983
0.490000, 0.472844, 0.421381, -0.025731
0.495000, 0.498991, 0.447856, -0.025568
0.500000, 0.525511, 0.474489, -0.025511
0.505000, 0.552144, 0.501009, -0.025568
0.510000, 0.578619, 0.527156, -0.025731
0.515000, 0.604665, 0.552700, -0.025983
0.520000, 0.630025, 0.577447, -0.026289
0.525000, 0.654465, 0.601257, -0.026604
0.530000, 0.677782, 0.624053, -0.026865
0.535000, 0.699809, 0.645819, -0.026995
0.540000, 0.720417, 0.666608, -0.026904
0.545000, 0.739518, 0.686528, -0.026495
0.550000, 0.757061, 0.705733, -0.025664
0.555000, 0.773030, 0.724405, -0.024313
0.560000, 0.787441, 0.742732, -0.022355
0.565000, 0.800337, 0.760887, -0.019725
0.570000, 0.811781, 0.779002, -0.016389
0.575000, 0.821854, 0.797154, -0.012350
0.580000, 0.830650, 0.815351, -0.007649
0.585000, 0.838268, 0.833525, -0.002372
0.590000, 0.844815, 0.851542, +0.003363
0.595000, 0.850398, 0.869210, +0.009406
0.600000, 0.855121, 0.886298, +0.015589
0.605000, 0.859087, 0.902564, +0.021739
0.610000, 0.862393, 0.917773, +0.027690
0.615000, 0.865130, 0.931721, +0.033295
0.620000, 0.867384, 0.944256, +0.038436
0.625000, 0.869231, 0.955284, +0.043027
0.630000, 0.870807, 0.964779, +0.046986
0.635000, 0.872525, 0.972774, +0.050124
0.640000, 0.874144, 0.979355, +0.052606
0.645000, 0.875858, 0.984650, +0.054396
0.650000, 0.877884, 0.988814, +0.055465
0.655000, 0.880450, 0.992012, +0.055781
0.660000, 0.883787, 0.994413, +0.055313
0.665000, 0.888105, 0.996173, +0.054034
0.670000, 0.893566, 0.997434, +0.051934
0.675000, 0.900249, 0.998315, +0.049033
0.680000, 0.908130, 0.998918, +0.045394
0.685000, 0.917065, 0.999320, +0.041128
0.690000, 0.926788, 0.999582, +0.036397
0.695000, 0.936943, 0.999748, +0.031403
0.700000, 0.947116, 0.999852, +0.026368
0.705000, 0.956891, 0.999915, +0.021512
0.710000, 0.965899, 0.999952, +0.017027
0.715000, 0.973859, 0.999974, +0.013057
0.720000, 0.980605, 0.999986, +0.009690
0.725000, 0.986088, 0.999993, +0.006952
0.730000, 0.990361, 0.999996, +0.004818
0.735000, 0.993554, 0.999998, +0.003222
0.740000, 0.995843, 0.999999, +0.002078
0.745000, 0.997416, 1.000000, +0.001292
0.750000, 0.998453, 1.000000, +0.000774
