DISTRICT,VPI,TWO-PARTY
CD 1,0.751294,317825
CD 2,0.467305,287414
CD 3,0.501079,288240
CD 4,0.704981,323379
CD 5,0.467237,327102
CD 6,0.479555,338253
CD 7,0.484398,304285
CD 8,0.501325,279274
CD 9,0.443786,325605
CD 10,0.477040,313961
CD 11,0.465702,318184
CD 12,0.790607,279030
CD 13,0.450511,346189
