DISTRICT,VPI,TWO-PARTY
CD 1,0.798543,206923
CD 2,0.802551,191188
CD 3,0.546588,152131
CD 4,0.767031,88841
CD 5,0.618432,164802
CD 6,0.402545,194482
CD 7,0.854742,175166
CD 8,0.500893,125723
CD 9,0.608783,193128
CD 10,0.548142,159388
CD 11,0.542881,140200
CD 12,0.581763,182683
CD 13,0.441871,187621
CD 14,0.423656,165159
CD 15,0.387404,213396
CD 16,0.464501,167350
CD 17,0.551302,178486
CD 18,0.340624,218234
