DISTRICT,VPI,TWO-PARTY
CD 1,0.770348,189434
CD 2,0.881000,228975
CD 3,0.377217,224545
CD 4,0.315729,218429
CD 5,0.371214,206740
CD 6,0.420711,235828
CD 7,0.432746,258165
CD 8,0.441152,256637
CD 9,0.329289,201663
CD 10,0.307593,205232
CD 11,0.362564,215381
CD 12,0.376402,253134
CD 13,0.617827,212161
CD 14,0.606072,228494
CD 15,0.399980,205607
CD 16,0.357315,195819
CD 17,0.481095,200190
CD 18,0.364710,251116
