Vf, D-Sf, R-Sf, B_GSf
0.250000, 0.000712, 0.000000, -0.000356
0.255000, 0.001196, 0.000000, -0.000598
0.260000, 0.001935, 0.000001, -0.000967
0.265000, 0.003019, 0.000002, -0.001509
0.270000, 0.004545, 0.000004, -0.002271
0.275000, 0.006609, 0.000007, -0.003301
0.280000, 0.009290, 0.000013, -0.004639
0.285000, 0.012639, 0.000023, -0.006308
0.290000, 0.016664, 0.000041, -0.008311
0.295000, 0.021329, 0.000072, -0.010628
0.300000, 0.026551, 0.000124, -0.013214
0.305000, 0.032218, 0.000207, -0.016006
0.310000, 0.038209, 0.000338, -0.018935
0.315000, 0.044416, 0.000542, -0.021937
0.320000, 0.050771, 0.000849, -0.024961
0.325000, 0.057264, 0.001304, -0.027980
0.330000, 0.063947, 0.001963, -0.030992
0.335000, 0.070926, 0.002895, -0.034015
0.340000, 0.078343, 0.004189, -0.037077
0.345000, 0.086348, 0.005949, -0.040200
0.350000, 0.095069, 0.008296, -0.043387
0.355000, 0.104585, 0.011370, -0.046608
0.360000, 0.114905, 0.015324, -0.049791
0.365000, 0.125957, 0.020325, -0.052816
0.370000, 0.137591, 0.026550, -0.055520
0.375000, 0.149591, 0.034182, -0.057704
0.380000, 0.161696, 0.043406, -0.059145
0.385000, 0.173621, 0.054404, -0.059608
0.390000, 0.185091, 0.067348, -0.058871
0.395000, 0.195858, 0.082395, -0.056731
0.400000, 0.205726, 0.099677, -0.053024
0.405000, 0.214562, 0.119295, -0.047634
0.410000, 0.222304, 0.141303, -0.040501
0.415000, 0.228956, 0.165704, -0.031626
0.420000, 0.234585, 0.192438, -0.021073
0.425000, 0.239307, 0.221373, -0.008967
0.430000, 0.243277, 0.252300, +0.004511
0.435000, 0.246675, 0.284933, +0.019129
0.440000, 0.249696, 0.318915, +0.034610
0.445000, 0.252539, 0.353825, +0.050643
0.450000, 0.255403, 0.389193, +0.066895
0.455000, 0.258486, 0.424522, +0.083018
0.460000, 0.261976, 0.459308, +0.098666
0.465000, 0.266056, 0.493060, +0.113502
0.470000, 0.270905, 0.525330, +0.127212
0.475000, 0.276690, 0.555724, +0.139517
0.480000, 0.283573, 0.583924, +0.150175
0.485000, 0.291705, 0.609696, +0.158996
0.490000, 0.301222, 0.632893, +0.165836
0.495000, 0.313160, 0.653456, +0.170148
0.500000, 0.328592, 0.671408, +0.171408
0.505000, 0.346544, 0.686840, +0.170148
0.510000, 0.367107, 0.698778, +0.165836
0.515000, 0.390304, 0.708295, +0.158996
0.520000, 0.416076, 0.716427, +0.150175
0.525000, 0.444276, 0.723310, +0.139517
0.530000, 0.474670, 0.729095, +0.127212
0.535000, 0.506940, 0.733944, +0.113502
0.540000, 0.540692, 0.738024, +0.098666
0.545000, 0.575478, 0.741514, +0.083018
0.550000, 0.610807, 0.744597, +0.066895
0.555000, 0.646175, 0.747461, +0.050643
0.560000, 0.681085, 0.750304, +0.034610
0.565000, 0.715067, 0.753325, +0.019129
0.570000, 0.747700, 0.756723, +0.004511
0.575000, 0.778627, 0.760693, -0.008967
0.580000, 0.807562, 0.765415, -0.021073
0.585000, 0.834296, 0.771044, -0.031626
0.590000, 0.858697, 0.777696, -0.040501
0.595000, 0.880705, 0.785438, -0.047634
0.600000, 0.900323, 0.794274, -0.053024
0.605000, 0.917605, 0.804142, -0.056731
0.610000, 0.932652, 0.814909, -0.058871
0.615000, 0.945596, 0.826379, -0.059608
0.620000, 0.956594, 0.838304, -0.059145
0.625000, 0.965818, 0.850409, -0.057704
0.630000, 0.973450, 0.862409, -0.055520
0.635000, 0.979675, 0.874043, -0.052816
0.640000, 0.984676, 0.885095, -0.049791
0.645000, 0.988630, 0.895415, -0.046608
0.650000, 0.991704, 0.904931, -0.043387
0.655000, 0.994051, 0.913652, -0.040200
0.660000, 0.995811, 0.921657, -0.037077
0.665000, 0.997105, 0.929074, -0.034015
0.670000, 0.998037, 0.936053, -0.030992
0.675000, 0.998696, 0.942736, -0.027980
0.680000, 0.999151, 0.949229, -0.024961
0.685000, 0.999458, 0.955584, -0.021937
0.690000, 0.999662, 0.961791, -0.018935
0.695000, 0.999793, 0.967782, -0.016006
0.700000, 0.999876, 0.973449, -0.013214
0.705000, 0.999928, 0.978671, -0.010628
0.710000, 0.999959, 0.983336, -0.008311
0.715000, 0.999977, 0.987361, -0.006308
0.720000, 0.999987, 0.990710, -0.004639
0.725000, 0.999993, 0.993391, -0.003301
0.730000, 0.999996, 0.995455, -0.002271
0.735000, 0.999998, 0.996981, -0.001509
0.740000, 0.999999, 0.998065, -0.000967
0.745000, 1.000000, 0.998804, -0.000598
0.750000, 1.000000, 0.999288, -0.000356
