DISTRICT,VPI,TWO-PARTY
CD 1,0.380831,1447257
CD 2,0.391754,1620526
CD 3,0.366448,1402850
CD 4,0.358815,1449765
CD 5,0.431265,1535985
CD 6,0.689713,1458177
CD 7,0.437239,1433030
