DISTRICT,VPI,TWO-PARTY
CD 1,0.425924,242775
CD 2,0.427027,234550
CD 3,0.635867,201117
CD 4,0.424416,220861
CD 5,0.450314,241800
CD 6,0.512215,223719
CD 7,0.437049,223882
CD 8,0.369709,232751
CD 9,0.633780,210616
CD 10,0.470731,240707
CD 11,0.784321,214774
CD 12,0.401970,258766
CD 13,0.637351,226374
CD 14,0.444192,246654
CD 15,0.443593,233089
CD 16,0.413977,248811
