DISTRICT,VPI,TWO-PARTY
CD 1,0.443751,257861
CD 2,0.644236,215145
CD 3,0.632016,235087
CD 4,0.763248,207159
CD 5,0.676778,226790
CD 6,0.571404,195670
CD 7,0.744078,222733
CD 8,0.635347,235752
