DISTRICT,VPI,TWO-PARTY
CD 1,0.610445,229723
CD 2,0.515445,292695
CD 3,0.405547,253296
CD 4,0.329281,245403
CD 5,0.300579,224938
CD 6,0.414801,232321
CD 7,0.467334,230474
