DISTRICT,VPI,TWO-PARTY
CD 1,0.349567,158021
CD 2,0.444699,169818
CD 3,0.416598,160007
CD 4,0.361996,156409
CD 5,0.460088,154978
CD 6,0.672802,149425
CD 7,0.444207,142285
