DISTRICT,VPI,TWO-PARTY
CD 1,0.349367,154940
CD 2,0.316272,169368
CD 3,0.335853,157528
CD 4,0.302320,153692
CD 5,0.391101,152546
CD 6,0.631818,143969
CD 7,0.411362,139829
